,date,group,turnover,cost
116,2023-05-04,0,1.0000000000000002,0.005000000000000001
117,2023-05-04,1,0.93,0.0046500000000000005
118,2023-05-04,2,0.8996637636515354,0.004498318818257677
119,2023-05-04,3,0.8693812347338056,0.004346906173669028
120,2023-05-04,4,0.8148815276955962,0.004074407638477981
121,2023-05-04,5,0.802345574447549,0.004011727872237745
122,2023-05-04,6,0.827506888984286,0.00413753444492143
123,2023-05-04,7,0.8569158802017264,0.004284579401008632
124,2023-05-04,8,0.8629449997402283,0.004314724998701142
125,2023-05-04,9,0.9213612709865672,0.004606806354932836
126,2024-05-06,0,1.0,0.005
127,2024-05-06,1,0.9449263542540175,0.004724631771270088
128,2024-05-06,2,0.9212202097192506,0.0046061010485962525
129,2024-05-06,3,0.8590276811093189,0.004295138405546595
130,2024-05-06,4,0.8255533743740608,0.004127766871870304
131,2024-05-06,5,0.8210378311292228,0.0041051891556461145
132,2024-05-06,6,0.8231398643943213,0.004115699321971607
133,2024-05-06,7,0.8700421191234246,0.004350210595617123
134,2024-05-06,8,0.9054571086121841,0.004527285543060921
135,2024-05-06,9,0.9800000000000002,0.004900000000000001
136,2025-05-06,0,1.0,0.005
137,2025-05-06,1,0.91530275554312,0.0045765137777156
138,2025-05-06,2,0.8752122781227591,0.004376061390613796
139,2025-05-06,3,0.8522078012989072,0.004261039006494536
140,2025-05-06,4,0.8267104984925093,0.004133552492462547
141,2025-05-06,5,0.8074670408445878,0.0040373352042229384
142,2025-05-06,6,0.7987597222162066,0.003993798611081033
143,2025-05-06,7,0.8287909010528014,0.004143954505264007
144,2025-05-06,8,0.899543379285691,0.004497716896428455
145,2025-05-06,9,0.90745677857919,0.00453728389289595
