,0
2011-05-03,0.057272477592084425
2012-05-02,-0.012231714819935003
2013-05-02,-0.05373530381410681
2014-05-05,0.016008920650235143
2015-05-04,0.030633534342075136
2016-05-03,0.02056875712402739
2017-05-02,0.07157423637761529
2018-05-02,0.06779216420453545
2019-05-06,-0.019339551715871706
2020-05-06,0.030874915565155613
2021-05-06,-0.021981413432408635
2022-05-05,-0.050280782745117436
2023-05-04,0.11394401350467552
2024-05-06,-0.0426435082709936
