,total_return,annual_return,annual_vol,sharpe,sortino,max_drawdown,calmar,n_periods
0,0.5788480197438146,0.03154152205125893,0.40444947901866174,0.2176536980274514,0.5452006566843158,0.6493210187332429,0.04857616054504616,3706.0
1,3.5357220789182664,0.10828266450808766,0.301821919346244,0.4929315801744816,0.666971919407118,0.6971766844029782,0.15531595782038332,3706.0
2,1.6833589658492283,0.06942228853109,0.26696337746509696,0.3842713427361986,0.5313745834929584,0.7128658995302237,0.0973847796294353,3706.0
3,0.7003642178095153,0.0367555177750063,0.25583318603558075,0.26989562843505094,0.3602725938088144,0.7219906941139828,0.05090857551856977,3706.0
4,0.6571385668418459,0.034941796801683855,0.2516154922877051,0.2634303528596193,0.3491485082182151,0.7131904096530244,0.048993643673200055,3706.0
5,0.5129757763000862,0.028556578195812587,0.24676745430357472,0.23860197967015281,0.31545290812270815,0.6944157169382269,0.041123173769341534,3706.0
6,0.4854490809451135,0.02727319801148642,0.2464812883802601,0.23356886875255184,0.3079358069319928,0.6810265336948068,0.04004718856329987,3706.0
7,0.7860940242789969,0.04022898259830843,0.24146710016032052,0.28509328889618263,0.37834099609097926,0.6487839945035452,0.06200674329071878,3706.0
8,0.9715201581615371,0.047239095023124955,0.2453184400668663,0.3116354604058861,0.4173085221926385,0.6161676041724804,0.07666598292938097,3706.0
9,1.5506161083683923,0.06573931921585352,0.2439808147337344,0.38380745727451543,0.5181723965387498,0.5509869255913399,0.11931194037916527,3706.0
