,0
2011-05-03,0.054808182806116566
2012-05-02,-0.02012087734064029
2013-05-02,-0.06963740373046097
2014-05-05,0.01786119495877933
2015-05-04,0.0178494122881981
2016-05-03,0.021952776210974377
2017-05-02,0.10591360089069661
2018-05-02,0.04428419193378599
2019-05-06,-0.028946564325910196
2020-05-06,0.044345193005790276
2021-05-06,-0.012096005823100865
2022-05-05,-0.07846240364119057
2023-05-04,0.11879432691896649
2024-05-06,-0.03156237905438116
