signal,mean_spread,t_stat,positive_ratio,n_periods
f4_accrual,0.026699681852687517,1.6056817885031724,0.5714285714285714,14
f7_no_equity_offer,0.02392376462485039,1.3898255152538805,0.7142857142857143,14
f2_cfo_positive,0.013760987661997863,0.8428074337525127,0.7142857142857143,14
f9_delta_turnover,0.011015153888834962,1.106734415552005,0.7142857142857143,14
f3_delta_roa,-0.001998666013010567,-0.14948458449994986,0.42857142857142855,14
f8_delta_margin,-0.004305789632488859,-0.5317939356476782,0.35714285714285715,14
f6_delta_liquid,-0.012071000426757425,-1.3623031081484125,0.42857142857142855,14
f5_delta_lever,-0.02634212823833754,-2.9878699543732425,0.21428571428571427,14
f1_roa_positive,-0.061660081628926736,-1.919571817150066,0.2857142857142857,14
