,date,group,turnover,cost
0,2011-05-03,1,1.0,0.005
1,2011-05-03,2,1.0,0.005
2,2011-05-03,3,1.0,0.005
3,2011-05-03,4,1.0,0.005
4,2011-05-03,5,1.0,0.005
5,2011-05-03,6,1.0,0.005
6,2011-05-03,7,1.0,0.005
7,2011-05-03,8,1.0,0.005
8,2011-05-03,9,1.0,0.005
9,2012-05-02,1,1.0,0.005
10,2012-05-02,2,0.9310344827586207,0.004655172413793103
11,2012-05-02,3,0.9672131147540984,0.0048360655737704926
12,2012-05-02,4,0.9076923076923076,0.004538461538461538
13,2012-05-02,5,0.8794134035157053,0.0043970670175785265
14,2012-05-02,6,0.8543805397182341,0.004271902698591171
15,2012-05-02,7,0.8858074101026739,0.00442903705051337
16,2012-05-02,8,0.9532145235505466,0.004766072617752733
17,2012-05-02,9,0.8294328340288426,0.004147164170144213
18,2013-05-02,0,1.0,0.005
19,2013-05-02,1,0.9329978664471476,0.004664989332235738
20,2013-05-02,2,1.0,0.005
21,2013-05-02,3,0.8762577809330281,0.00438128890466514
22,2013-05-02,4,0.8889976240736623,0.004444988120368312
23,2013-05-02,5,0.9091067597999853,0.004545533798999927
24,2013-05-02,6,0.8695214821333307,0.004347607410666653
25,2013-05-02,7,0.8372093023255814,0.004186046511627907
26,2013-05-02,8,1.0,0.005
27,2013-05-02,9,0.8028915158938992,0.004014457579469496
28,2014-05-05,1,0.8679722802728659,0.004339861401364329
29,2014-05-05,2,0.9741467283840806,0.004870733641920403
30,2014-05-05,3,0.9319144846902906,0.0046595724234514534
31,2014-05-05,4,0.9154836202558702,0.004577418101279351
32,2014-05-05,5,0.8864668248248544,0.004432334124124272
33,2014-05-05,6,0.8092811096551509,0.004046405548275754
34,2014-05-05,7,0.9012891588198682,0.0045064457940993405
35,2014-05-05,8,1.0,0.005
36,2014-05-05,9,0.9999999999999999,0.004999999999999999
37,2015-05-04,1,1.0,0.005
38,2015-05-04,2,1.0000000000000002,0.005000000000000001
39,2015-05-04,3,0.9705137698123978,0.004852568849061989
40,2015-05-04,4,0.8353494078363584,0.004176747039181792
41,2015-05-04,5,0.8945725147884527,0.004472862573942264
42,2015-05-04,6,0.846487480055244,0.00423243740027622
43,2015-05-04,7,0.8704630589406607,0.004352315294703303
44,2015-05-04,8,0.9131924834278266,0.004565962417139133
45,2015-05-04,9,1.0,0.005
46,2016-05-03,1,1.0,0.005
47,2016-05-03,2,0.9166666666666667,0.004583333333333334
48,2016-05-03,3,0.9180327868852458,0.0045901639344262295
49,2016-05-03,4,0.9221098630885024,0.004610549315442512
50,2016-05-03,5,0.8195071095274497,0.004097535547637248
